Words,NER Tag
12,CARDINAL
previous year,DATE
16,MONEY
"Corporate Responsibility 
Management Report Risk Report 
Financial Statements",ORG
289,CARDINAL
268,CARDINAL
269,CARDINAL
271,CARDINAL
272,CARDINAL
275,CARDINAL
276,CARDINAL
405,CARDINAL
"the Board 
406 Independent Auditor´s Report",ORG
17,CARDINAL
2023,CARDINAL
633,CARDINAL
840,CARDINAL
24.7,CARDINAL
128,CARDINAL
106,CARDINAL
21.3,CARDINAL
208,CARDINAL
198,CARDINAL
4.9,CARDINAL
0,CARDINAL
22.1,CARDINAL
16,CARDINAL
16,CARDINAL
1.7,CARDINAL
1,CARDINAL
66.8,CARDINAL
12,CARDINAL
38,CARDINAL
67.4,CARDINAL
FX,ORG
167,CARDINAL
268,CARDINAL
100,CARDINAL
210,CARDINAL
52.6,CARDINAL
"1,663",CARDINAL
"1,428",CARDINAL
16.4,CARDINAL
358,CARDINAL
149,CARDINAL
81,CARDINAL
102,CARDINAL
20.7,CARDINAL
Hire,PERSON
12,CARDINAL
7,CARDINAL
76.0,CARDINAL
22,CARDINAL
87,CARDINAL
1,CARDINAL
2,CARDINAL
42.6,CARDINAL
FX,ORG
161,CARDINAL
248,CARDINAL
35.0,CARDINAL
"1,028",CARDINAL
834,CARDINAL
23.2,CARDINAL
8,CARDINAL
21,CARDINAL
60.9,CARDINAL
16,CARDINAL
4,CARDINAL
"1,055",CARDINAL
606,CARDINAL
74.0,CARDINAL
CHF,ORG
"1,094",MONEY
the current financial year,DATE
650,MONEY
290,CARDINAL
18,CARDINAL
"6,006",MONEY
previous year,DATE
"5,844",MONEY
2023,CARDINAL
"3,375",CARDINAL
"3,183",CARDINAL
6.0,CARDINAL
187,CARDINAL
232,CARDINAL
19.6,CARDINAL
"3,562",CARDINAL
"3,415",CARDINAL
4.3,CARDINAL
463,MONEY
(previous year,DATE
440,MONEY
212,MONEY
previous year,DATE
207,MONEY
54,DATE
2023,CARDINAL
251,CARDINAL
263,CARDINAL
4.9,CARDINAL
551,CARDINAL
556,CARDINAL
1.0,CARDINAL
190,CARDINAL
211,CARDINAL
9.9,CARDINAL
223,CARDINAL
203,CARDINAL
10.0,CARDINAL
197,CARDINAL
167,CARDINAL
18.2,CARDINAL
93,CARDINAL
93,CARDINAL
0.2,CARDINAL
147,CARDINAL
26.3,CARDINAL
"1,651",CARDINAL
"1,609",CARDINAL
Frankfurt,GPE
Main,GPE
Germany,GPE
Commerzbank,ORG
VAT,ORG
2023 financial year,DATE
"1,000",MONEY
"11,768",CARDINAL
"11,082",CARDINAL
"1,454",CARDINAL
516,CARDINAL
"2,130",CARDINAL
"3,403",CARDINAL
37.4,CARDINAL
"15,352",CARDINAL
"15,001",CARDINAL
2.3,CARDINAL
"Corporate Responsibility 
Management Report Risk Report 
Financial Statements Further Information",ORG
291,CARDINAL
268,CARDINAL
269,CARDINAL
271,CARDINAL
272,CARDINAL
275,CARDINAL
276,CARDINAL
405,CARDINAL
"the Board 
406 Independent Auditor´s Report 
",ORG
AcP,ORG
36,DATE
"Commerzbank 
Aktiengesellschaft",ORG
Group,ORG
half-year,DATE
Group,ORG
Art,PERSON
89,CARDINAL
WpHG,ORG
Art,PERSON
Art,PERSON
298b,CARDINAL
Art,PERSON
162,CARDINAL
the German Stock Corporation Act,ORG
2023,CARDINAL
90,CARDINAL
93,CARDINAL
2.7,CARDINAL
"8 
10",CARDINAL
16.5,CARDINAL
412,CARDINAL
419,CARDINAL
1.5,CARDINAL
283,CARDINAL
299,CARDINAL
5.3,CARDINAL
794,CARDINAL
820,CARDINAL
3.2,CARDINAL
24,MONEY
previous year,DATE
8,MONEY
0,MONEY
(previous year,DATE
2,MONEY
19,CARDINAL
2023,CARDINAL
64,CARDINAL
178,CARDINAL
64.1,CARDINAL
Polish,NORP
164,CARDINAL
185,CARDINAL
11.6,CARDINAL
European,NORP
"levy 
",PERSON
188,CARDINAL
279,CARDINAL
32.5,CARDINAL
415,CARDINAL
642,CARDINAL
35.3,CARDINAL
Commerzbank,ORG
EU,ORG
2023 financial year,DATE
42,MONEY
EU,ORG
30,MONEY
"the Compensation 
Scheme of German Private Banks",ORG
56,DATE
20,CARDINAL
2023,CARDINAL
"18 
94",CARDINAL
80.4,CARDINAL
18,CARDINAL
the prior year,DATE
"the 
financial year",DATE
54,DATE
45,CARDINAL
292,CARDINAL
21,CARDINAL
2023,CARDINAL
630,CARDINAL
616,CARDINAL
2.3,CARDINAL
the current year,DATE
593,CARDINAL
624,CARDINAL
5.0,CARDINAL
previous years,DATE
37,CARDINAL
8,CARDINAL
558,CARDINAL
4,CARDINAL
687,CARDINAL
220,CARDINAL
78,CARDINAL
52,CARDINAL
50.6,CARDINAL
51,CARDINAL
172,CARDINAL
70.3,CARDINAL
"1,188",CARDINAL
612,CARDINAL
Commerzbank,ORG
German,NORP
31.5%,PERCENT
"the financial 
year",DATE
Group,ORG
15.0%,PERCENT
Germany,GPE
5.5%,PERCENT
15.7%,PERCENT
German,NORP
31.5%,PERCENT
previous year,DATE
31.5%,PERCENT
Germany,GPE
between 10.0%,PERCENT
Bulgaria,GPE
(previous year,DATE
10.0%,PERCENT
Dubai,GPE
45.0%,PERCENT
Brazil,GPE
previous year,DATE
45.0%,PERCENT
31 December 2023,DATE
Group,ORG
34.9%,PERCENT
previous year,DATE
30.5%,PERCENT
2023,CARDINAL
"3,403",CARDINAL
"2,005",CARDINAL
31.5,CARDINAL
31.5,CARDINAL
financial year,DATE
"1,072",CARDINAL
632,CARDINAL
69.6,CARDINAL
78,CARDINAL
55,CARDINAL
42.4,CARDINAL
51,CARDINAL
172,CARDINAL
70.3,CARDINAL
235,CARDINAL
178,CARDINAL
32.0,CARDINAL
7,CARDINAL
26,CARDINAL
73.1,CARDINAL
50,CARDINAL
46,CARDINAL
8.7,CARDINAL
2,CARDINAL
26,CARDINAL
40,CARDINAL
35.0,CARDINAL
26,CARDINAL
9,CARDINAL
"1,188",CARDINAL
612,CARDINAL
"Corporate Responsibility 
Management Report Risk Report 
Financial Statements Further Information",ORG
293,CARDINAL
268,CARDINAL
269,CARDINAL
271,CARDINAL
272,CARDINAL
275,CARDINAL
276,CARDINAL
405,CARDINAL
"the Board 
406 Independent Auditor´s Report",ORG
Taxes,ORG
2023,CARDINAL
460,CARDINAL
549,CARDINAL
16.3,CARDINAL
20,CARDINAL
41,CARDINAL
51.6,CARDINAL
98,CARDINAL
154,CARDINAL
36.3,CARDINAL
92,CARDINAL
148,CARDINAL
37.9,CARDINAL
198,CARDINAL
204,CARDINAL
2.8,CARDINAL
52,CARDINAL
2,CARDINAL
460,CARDINAL
549,CARDINAL
16.3,CARDINAL
22,CARDINAL
2023,CARDINAL
168,CARDINAL
26,CARDINAL
"3,114",CARDINAL
271,CARDINAL
"2,881",CARDINAL
271,CARDINAL
"13,990",CARDINAL
"7,484",CARDINAL
86.9,CARDINAL
"6,819",CARDINAL
"2,479",CARDINAL
841,CARDINAL
313,CARDINAL
205,CARDINAL
432,CARDINAL
Own,ORG
131,CARDINAL
147,CARDINAL
294,CARDINAL
23,CARDINAL
2023,DATE
"3,421",CARDINAL
"2,099",CARDINAL
63.0,CARDINAL
Consolidated,ORG
Commerzbank,ORG
"2,224",CARDINAL
"1,435",CARDINAL
55.0,CARDINAL
194,CARDINAL
190,CARDINAL
2.2,CARDINAL
Consolidated,ORG
Commerzbank,ORG
"2,030",CARDINAL
"1,245",CARDINAL
63.1,CARDINAL
"1,245,699,309 
1,252,357,634",PRODUCT
0.5,CARDINAL
2.75,CARDINAL
1.68,CARDINAL
63.8,CARDINAL
1.63,CARDINAL
0.99,CARDINAL
63.9,CARDINAL
IAS 33,ORG
Commerzbank,ORG
1,CARDINAL
Commerzbank,ORG
the financial year,DATE
the previous year,DATE
57,CARDINAL
"Corporate Responsibility 
Management Report Risk Report 
Financial Statements Further Information",ORG
295,CARDINAL
268,CARDINAL
269,CARDINAL
271,CARDINAL
272,CARDINAL
275,CARDINAL
276,CARDINAL
405,CARDINAL
"the Board 
406 Independent Auditor´s Report 
Notes",ORG
9,CARDINAL
9,CARDINAL
one,CARDINAL
13,CARDINAL
Recognition,ORG
Commerzbank Group,ORG
the Commerzbank Group,ORG
9,CARDINAL
Group,ORG
Group,ORG
a later date,DATE
Bank,ORG
"at least 
",CARDINAL
10%,PERCENT
The Commerzbank Group,ORG
9,CARDINAL
• Amortised,WORK_OF_ART
AC,ORG
• Mandatorily,ORG
P&L,ORG
296,CARDINAL
2023,DATE
AC,ORG
FVO,ORG
Group,ORG
9,CARDINAL
• Loans,ORG
• Equity,ORG
• Financial,ORG
9,CARDINAL
Commerzbank Group,ORG
Commerzbank Group,ORG
zero,CARDINAL
9,CARDINAL
three,CARDINAL
9,CARDINAL
three,CARDINAL
"Corporate Responsibility 
Management Report Risk Report 
Financial Statements",ORG
297,CARDINAL
268,CARDINAL
269,CARDINAL
271,CARDINAL
272,CARDINAL
275,CARDINAL
276,CARDINAL
405,CARDINAL
"the Board 
406 Independent Auditor´s Report",ORG
24,CARDINAL
31,CARDINAL
ESG,ORG
ESG,ORG
31.12.2023,CARDINAL
"268,935",CARDINAL
"267,432",CARDINAL
0.6,CARDINAL
"1,779",CARDINAL
"1,775",CARDINAL
0.2,CARDINAL
"15,818",CARDINAL
"15,136",CARDINAL
4.5,CARDINAL
"92,508",CARDINAL
"94,269",CARDINAL
1.9,CARDINAL
"129,736",CARDINAL
"129,249",CARDINAL
0.4,CARDINAL
"12,974",CARDINAL
"11,576",CARDINAL
12.1,CARDINAL
"16,119",CARDINAL
"15,427",CARDINAL
4.5,CARDINAL
"29,754",CARDINAL
"28,760",CARDINAL
3.5,CARDINAL
"3,076",CARDINAL
"2,701",CARDINAL
13.9,CARDINAL
"3,667",CARDINAL
"3,541",CARDINAL
3.6,CARDINAL
"6,983",CARDINAL
"6,576",CARDINAL
6.2,CARDINAL
"16,027",CARDINAL
"15,943",CARDINAL
0.5,CARDINAL
"298,689",CARDINAL
"296,192",CARDINAL
British,NORP
1 January 2019,DATE
the Asset & Capital Recovery,ORG
Treasury,ORG
the Investment Office,ORG
1 January 2019,DATE
57,CARDINAL
1 January 2019,DATE
9,CARDINAL
mFVPL,PRODUCT
AC,ORG
2.8%,PERCENT
2023 financial year,DATE
77,MONEY
"(previous 
year",DATE
88,MONEY
the previous financial year,DATE
31 December 2023,DATE
0.9bn,MONEY
previous year,DATE
1.6bn,MONEY
mFVPL,PRODUCT
the start of the year,DATE
157,MONEY
previous year,DATE
42,MONEY
Commerzbank,ORG
298,CARDINAL
25,CARDINAL
31.12.2023,CARDINAL
"379,311",CARDINAL
"352,403",CARDINAL
7.6,CARDINAL
"6,447",CARDINAL
"11,550",CARDINAL
44.2,CARDINAL
"43,686",CARDINAL
"41,398",CARDINAL
5.5,CARDINAL
"119,115",CARDINAL
"108,377",CARDINAL
9.9,CARDINAL
"173,034",CARDINAL
"159,825",CARDINAL
8.3,CARDINAL
"27,200",CARDINAL
"22,042",CARDINAL
23.4,CARDINAL
"9,830",CARDINAL
"9,211",CARDINAL
6.7,CARDINAL
"40,498",CARDINAL
"37,982",CARDINAL
6.6,CARDINAL
"1,089",CARDINAL
268,CARDINAL
"22,119",CARDINAL
"18,853",CARDINAL
17.3,CARDINAL
"17,290",CARDINAL
"18,861",CARDINAL
8.3,CARDINAL
"419,809",CARDINAL
"390,385",CARDINAL
Commerzbank,ORG
third,ORDINAL
2020,DATE
35.9bn,MONEY
the fourth quarter,DATE
2022,DATE
5.4bn,MONEY
the second quarter 2023,DATE
Commerzbank,ORG
2021,DATE
"the second half of the financial year 
2022",DATE
2023,DATE
197,CARDINAL
previous year,DATE
190,MONEY
"Corporate Responsibility 
Management Report Risk Report 
Financial Statements Further Information",ORG
299,CARDINAL
268,CARDINAL
269,CARDINAL
271,CARDINAL
272,CARDINAL
275,CARDINAL
276,CARDINAL
405,CARDINAL
"the Board 
406 Independent Auditor´s Report",ORG
26,CARDINAL
31,DATE
OCI,ORG
IAS 32,ORG
9,CARDINAL
31.12.2023,CARDINAL
232,CARDINAL
273,CARDINAL
15.2,CARDINAL
64,CARDINAL
94,CARDINAL
31.7,CARDINAL
54,CARDINAL
59,CARDINAL
8.9,CARDINAL
34,CARDINAL
17.3,CARDINAL
79,CARDINAL
79,CARDINAL
0.8,CARDINAL
"39,911",CARDINAL
"34,614",CARDINAL
15.3,CARDINAL
"17,573",CARDINAL
"13,647",CARDINAL
28.8,CARDINAL
"2,578",CARDINAL
"2,238",CARDINAL
15.2,CARDINAL
"6,244",CARDINAL
"6,061",CARDINAL
3.0,CARDINAL
"13,517",CARDINAL
"12,668",CARDINAL
6.7,CARDINAL
"40,143",CARDINAL
"34,887",CARDINAL
15.1,CARDINAL
the Commerzbank Group,ORG
the previous year,DATE
300,CARDINAL
27,CARDINAL
9,CARDINAL
31.12.2023,CARDINAL
"30,859",CARDINAL
"20,943",CARDINAL
47.3,CARDINAL
522,CARDINAL
178,CARDINAL
"10,320",CARDINAL
"7,569",CARDINAL
36.4,CARDINAL
296,CARDINAL
147,CARDINAL
53,CARDINAL
36,CARDINAL
49.5,CARDINAL
"19,354",CARDINAL
"12,914",CARDINAL
49.9,CARDINAL
313,CARDINAL
100,CARDINAL
"6,082",CARDINAL
"4,075",CARDINAL
49.3,CARDINAL
"6,082",CARDINAL
"4,075",CARDINAL
49.3,CARDINAL
"36,941",CARDINAL
"25,018",CARDINAL
47.7,CARDINAL
2023 financial year,DATE
181,MONEY
(previous year,DATE
181,CARDINAL
121,MONEY
(previous year,DATE
60,CARDINAL
"7,249",MONEY
(previous year,DATE
"5,371",MONEY
131,MONEY
(previous year,DATE
147,CARDINAL
31.12.2023,CARDINAL
990,CARDINAL
848,CARDINAL
16.8,CARDINAL
"6,082",CARDINAL
"4,075",CARDINAL
49.3,CARDINAL
"7,073",CARDINAL
"4,923",CARDINAL
31.12.2023,CARDINAL
"29,869",CARDINAL
"20,095",CARDINAL
48.6,CARDINAL
"29,869",CARDINAL
"20,095",CARDINAL
48.6,CARDINAL
"Corporate Responsibility 
Management Report Risk Report 
Financial Statements Further Information",ORG
268,CARDINAL
269,CARDINAL
271,CARDINAL
272,CARDINAL
275,CARDINAL
276,CARDINAL
405,CARDINAL
"the Board 
406 Independent Auditor´s Report",ORG
28,CARDINAL
"the 
Group",ORG
26,CARDINAL
31.12.2023,CARDINAL
"43,867",CARDINAL
"26,570",CARDINAL
65.1,CARDINAL
"7,788",CARDINAL
"9,639",CARDINAL
19.2,CARDINAL
"18,061",CARDINAL
"7,104",CARDINAL
839,CARDINAL
851,CARDINAL
1.4,CARDINAL
"53 
60",CARDINAL
10.9,CARDINAL
"17,126",CARDINAL
"8,917",CARDINAL
92.1,CARDINAL
0,CARDINAL
0,CARDINAL
43.4,CARDINAL
"3,621",CARDINAL
"2,471",CARDINAL
46.6,CARDINAL
326,CARDINAL
136,CARDINAL
283,CARDINAL
266,CARDINAL
6.4,CARDINAL
"1,061",CARDINAL
984,CARDINAL
7.8,CARDINAL
"1,951",CARDINAL
"1,085",CARDINAL
79.9,CARDINAL
871,CARDINAL
871,CARDINAL
9,CARDINAL
752,CARDINAL
772,CARDINAL
2.6,CARDINAL
110,CARDINAL
22.1,CARDINAL
"48,359",CARDINAL
"29,912",CARDINAL
61.7,CARDINAL
302,CARDINAL
2023,DATE
29,CARDINAL
31.12.2023,CARDINAL
"1,172",CARDINAL
"1,355",CARDINAL
13.5,CARDINAL
476,CARDINAL
473,CARDINAL
0.7,CARDINAL
34,CARDINAL
55,CARDINAL
39.1,CARDINAL
599,CARDINAL
639,CARDINAL
6.3,CARDINAL
64,CARDINAL
188,CARDINAL
66.2,CARDINAL
"2,170",CARDINAL
"2,810",CARDINAL
22.8,CARDINAL
241,CARDINAL
604,CARDINAL
60.1,CARDINAL
778,CARDINAL
279,CARDINAL
509,CARDINAL
45.2,CARDINAL
872,CARDINAL
"1,370",CARDINAL
36.4,CARDINAL
"2,505",CARDINAL
"1,009",CARDINAL
0,CARDINAL
0,CARDINAL
27.9,CARDINAL
"2,177",CARDINAL
"1,008",CARDINAL
328,CARDINAL
"20,486",CARDINAL
"26,320",CARDINAL
22.2,CARDINAL
"9,096",CARDINAL
"11,692",CARDINAL
22.2,CARDINAL
"9,236",CARDINAL
"12,472",CARDINAL
25.9,CARDINAL
821,CARDINAL
881,CARDINAL
6.9,CARDINAL
166,CARDINAL
186,CARDINAL
10.7,CARDINAL
"1,168",CARDINAL
"1,089",CARDINAL
7.2,CARDINAL
"2,001",CARDINAL
"2,080",CARDINAL
3.8,CARDINAL
"28,334",CARDINAL
"33,573",CARDINAL
15.6,CARDINAL
"Corporate Responsibility 
Management Report Risk Report 
Financial Statements",ORG
303,CARDINAL
268,CARDINAL
269,CARDINAL
271,CARDINAL
272,CARDINAL
275,CARDINAL
276,CARDINAL
405,CARDINAL
"the Board 
406 Independent Auditor´s Report",ORG
30,CARDINAL
31.12.2023,CARDINAL
"1,021",CARDINAL
473,CARDINAL
"1,016",CARDINAL
970,CARDINAL
4.8,CARDINAL
"16,890",CARDINAL
"23,316",CARDINAL
27.6,CARDINAL
"7,568",CARDINAL
"10,195",CARDINAL
25.8,CARDINAL
"8,578",CARDINAL
"11,555",CARDINAL
25.8,CARDINAL
143,CARDINAL
206,CARDINAL
30.6,CARDINAL
162,CARDINAL
213,CARDINAL
24.2,CARDINAL
440,CARDINAL
"1,147",CARDINAL
61.7,CARDINAL
"18,927",CARDINAL
"24,759",CARDINAL
23.6,CARDINAL
304,CARDINAL
31,CARDINAL
9,CARDINAL
three,CARDINAL
the Commerzbank Group,ORG
9,CARDINAL
9,CARDINAL
Group,ORG
three,CARDINAL
1,CARDINAL
Commerzbank,ORG
9,CARDINAL
LCRE,ORG
1,CARDINAL
OECD,ORG
Commerzbank,ORG
2.8,CARDINAL
1,CARDINAL
12 months,DATE
12-month,DATE
ECL,ORG
LCRE,ORG
Commerzbank,ORG
2,CARDINAL
PD,GPE
2,CARDINAL
LECL,ORG
LECL,ORG
3,CARDINAL
Commerzbank,ORG
"Article 178 
CRR",LAW
EBA,ORG
Article 178 of Regulation,LAW
EU,ORG
575/2013,CARDINAL
ECL,ORG
Basel IRB,ORG
9,CARDINAL
90 days,DATE
Bank,ORG
LECL,ORG
LECL,ORG
Group,ORG
LECL,ORG
up to €5,MONEY
LECL,ORG
greater than €5,MONEY
World Corruption Index,EVENT
IMF,ORG
the Institute of International Finance,ORG
"Corporate Responsibility 
Management Report Risk Report 
Financial Statements",ORG
305,CARDINAL
268,CARDINAL
269,CARDINAL
271,CARDINAL
272,CARDINAL
275,CARDINAL
276,CARDINAL
405,CARDINAL
"the Board 
406 Independent Auditor´s Report",ORG
3,CARDINAL
1,CARDINAL
2,CARDINAL
three,CARDINAL
three,CARDINAL
LECL,ORG
LECL,ORG
Commerzbank,ORG
9,CARDINAL
Commerzbank,ORG
"Bank’s 
Group",ORG
Bank,ORG
Commerzbank,ORG
2,CARDINAL
more than 20 days,DATE
Commerzbank,ORG
4.6,CARDINAL
Commerzbank,ORG
4.0,CARDINAL
5.0,CARDINAL
Article 47b,LAW
CRR,ORG
3,CARDINAL
2.8,CARDINAL
Commerzbank,ORG
the Group Management Report,ORG
216,CARDINAL
12-month PD,DATE
Bank,ORG
2,CARDINAL
306,CARDINAL
2023,DATE
Commerzbank,ORG
9,CARDINAL
5.5.23,CARDINAL
OECD,ORG
Commerzbank,ORG
2.8,CARDINAL
2,CARDINAL
1,CARDINAL
Commerzbank,ORG
ECL,ORG
12-month,DATE
ECL,ORG
1,CARDINAL
LECL,ORG
12 months,DATE
ECL,ORG
1,CARDINAL
2,CARDINAL
3,CARDINAL
Basel IRB,ORG
9,CARDINAL
LGD,ORG
EaD,ORG
Bank,ORG
9,CARDINAL
Commerzbank,ORG
LECL,ORG
LECL,ORG
9,CARDINAL
Commerzbank,ORG
LECL,ORG
31 December 2023,DATE
one,CARDINAL
37,MONEY
LGD,ORG
Commerzbank’s CORES,ORG
IRB,ORG
3,CARDINAL
LGD,ORG
18,MONEY
the year,DATE
2021,DATE
annual,DATE
Group,ORG
9,CARDINAL
Bank,ORG
ECL,ORG
ECL,ORG
mBank,ORG
Russian,NORP
Ukraine,GPE
the Middle East,LOC
• Positive,ORG
German,NORP
"Corporate Responsibility 
Management Report Risk Report 
Financial Statements Further Information",ORG
307,CARDINAL
268,CARDINAL
269,CARDINAL
271,CARDINAL
272,CARDINAL
275,CARDINAL
276,CARDINAL
405,CARDINAL
"the Board 
406 Independent Auditor´s Report 
Baseline",ORG
"2024 
",DATE
2025-2026,DATE
Germany,GPE
0.8%,PERCENT
0.2%,PERCENT
0.5%,PERCENT
0.5%,PERCENT
Germany,GPE
2.5%,PERCENT
3.5%,PERCENT
2.5%,PERCENT
3.5%,PERCENT
Germany,GPE
6.3%,PERCENT
6.7%,PERCENT
6.6%,PERCENT
7.0%,PERCENT
10 years,DATE
Germany,GPE
1.8%,PERCENT
2.2%,PERCENT
USA,GPE
3.3%,PERCENT
3.7%,PERCENT
ECB,ORG
Deutsche Bundesbank,ORG
December 2023,DATE
1,CARDINAL
2,CARDINAL
TLA,ORG
453,MONEY
LECL,ORG
the year,DATE
the fourth quarter,DATE
2023,DATE
the previous year,DATE
European,NORP
2024,DATE
Bank,ORG
1,CARDINAL
approximately €0.6bn,MONEY
1,CARDINAL
2,CARDINAL
0.6bn,MONEY
ECL,ORG
TLA,ORG
Russian,NORP
Ukraine,GPE
the Middle East,LOC
1,CARDINAL
2,CARDINAL
0.4bn,MONEY
2024,DATE
Germany,GPE
1.8%,PERCENT
0.8%,PERCENT
0.2%,PERCENT
2.5%,PERCENT
2.1% – 0.5%,PERCENT
0.5%,PERCENT
2.2%,PERCENT
Germany,GPE
"2.5% 
",PERCENT
2.5%,PERCENT
"3.5% 
5.7%",PERCENT
"2.5% 
2.5%",PERCENT
"3.5% 
",PERCENT
5.5%,PERCENT
"5.6% 
6.3%",PERCENT
"6.7% 
",PERCENT
7.0%,PERCENT
"6.3% 
",PERCENT
6.6%,PERCENT
"7.0% 
",PERCENT
7.8%,PERCENT
10 years,DATE
Germany,GPE
"2.8% 
1.8%",PERCENT
"2.2% 
",PERCENT
1.8%,PERCENT
"4.0% 
",PERCENT
3.3%,PERCENT
"3.7% 
3.2%",PERCENT
9,CARDINAL
9,CARDINAL
Commerzbank,ORG
2023 financial year,DATE
9,CARDINAL
ECL,ORG
TLA,ORG
2022,DATE
TLA,ORG
308,CARDINAL
Commerzbank,ORG
2023,DATE
ECL,ORG
TLA,ORG
Group,ORG
Group,ORG
216,CARDINAL
Group,ORG
1.1.20231,CARDINAL
31.12.2023,CARDINAL
"3,092",CARDINAL
670,CARDINAL
493,CARDINAL
81,CARDINAL
"3,349",CARDINAL
"3,068",CARDINAL
673,CARDINAL
493,CARDINAL
82,CARDINAL
"3,331",CARDINAL
"3,019",CARDINAL
687,CARDINAL
493,CARDINAL
82,CARDINAL
"3,295",CARDINAL
49,CARDINAL
14,CARDINAL
0,CARDINAL
36,CARDINAL
23,CARDINAL
3,CARDINAL
1,CARDINAL
0,CARDINAL
0,CARDINAL
23,CARDINAL
3,CARDINAL
1,CARDINAL
19,CARDINAL
11,CARDINAL
2,CARDINAL
0,CARDINAL
10,CARDINAL
360,CARDINAL
14,CARDINAL
1,CARDINAL
375,CARDINAL
203,CARDINAL
64,CARDINAL
1,CARDINAL
138,CARDINAL
"3,666",CARDINAL
618,CARDINAL
493,CARDINAL
80,CARDINAL
"3,872",CARDINAL
1 Prior-year,DATE
4,CARDINAL
m1,MONEY
1.1.2022,CARDINAL
31.12.2022,CARDINAL
"2,886",CARDINAL
828,CARDINAL
634,CARDINAL
3,CARDINAL
14,CARDINAL
"3,092",CARDINAL
"2,872",CARDINAL
817,CARDINAL
634,CARDINAL
3,CARDINAL
16,CARDINAL
"3,068",CARDINAL
"2,829",CARDINAL
811,CARDINAL
634,CARDINAL
3,CARDINAL
16,CARDINAL
"3,019",CARDINAL
44,CARDINAL
6,CARDINAL
0,CARDINAL
49,CARDINAL
13,CARDINAL
12,CARDINAL
2,CARDINAL
23,CARDINAL
1,CARDINAL
1,CARDINAL
0,CARDINAL
13,CARDINAL
12,CARDINAL
2,CARDINAL
23,CARDINAL
13,CARDINAL
3,CARDINAL
0,CARDINAL
2,CARDINAL
11,CARDINAL
334,CARDINAL
24,CARDINAL
0,CARDINAL
2,CARDINAL
173,CARDINAL
26,CARDINAL
0,CARDINAL
4,CARDINAL
203,CARDINAL
"3,405",CARDINAL
876,CARDINAL
634,CARDINAL
3,CARDINAL
21,CARDINAL
"3,666",CARDINAL
1 Prior-year,DATE
4,CARDINAL
"Corporate Responsibility 
Management Report Risk Report 
Financial Statements Further Information",ORG
309,CARDINAL
268,CARDINAL
269,CARDINAL
271,CARDINAL
272,CARDINAL
275,CARDINAL
276,CARDINAL
405,CARDINAL
"the Board 
406 Independent Auditor´s Report",ORG
1.1.2023,CARDINAL
293,CARDINAL
735,CARDINAL
"1,928",CARDINAL
63,CARDINAL
"3,019",CARDINAL
98,CARDINAL
43,CARDINAL
144,CARDINAL
1,CARDINAL
94,CARDINAL
495,CARDINAL
58,CARDINAL
458,CARDINAL
2,CARDINAL
453,CARDINAL
423,CARDINAL
54,CARDINAL
3,CARDINAL
2,CARDINAL
34,CARDINAL
51,CARDINAL
14,CARDINAL
90,CARDINAL
123,CARDINAL
636,CARDINAL
30,CARDINAL
248,CARDINAL
514,CARDINAL
62,CARDINAL
794,CARDINAL
483,CARDINAL
7,CARDINAL
490,CARDINAL
5,CARDINAL
6,CARDINAL
82,CARDINAL
31.12.2023,CARDINAL
268,CARDINAL
985,CARDINAL
"1,959",CARDINAL
83,CARDINAL
"3,295",CARDINAL
1,CARDINAL
4,CARDINAL
3,CARDINAL
91,CARDINAL
189,CARDINAL
64,CARDINAL
31,CARDINAL
375,CARDINAL
9,CARDINAL
21,CARDINAL
82,CARDINAL
26,CARDINAL
138,CARDINAL
31.12.2023,CARDINAL
101,CARDINAL
214,CARDINAL
149,CARDINAL
58,CARDINAL
523,CARDINAL
"1.1.2023 
37",CARDINAL
27,CARDINAL
9,CARDINAL
72,CARDINAL
14,CARDINAL
14,CARDINAL
1,CARDINAL
0,CARDINAL
3,CARDINAL
3,CARDINAL
2,CARDINAL
5,CARDINAL
5,CARDINAL
3,CARDINAL
18,CARDINAL
0,CARDINAL
5,CARDINAL
23,CARDINAL
3,CARDINAL
5,CARDINAL
3,CARDINAL
6,CARDINAL
0,CARDINAL
2,CARDINAL
1,CARDINAL
31.12.2023,CARDINAL
19,CARDINAL
"54 
 
 
 
 
310",MONEY
Commerzbank,ORG
2023,DATE
m1,MONEY
1.1.2022,CARDINAL
272,CARDINAL
739,CARDINAL
"1,736",CARDINAL
83,CARDINAL
"2,829",CARDINAL
97,CARDINAL
62,CARDINAL
189,CARDINAL
19,CARDINAL
1,CARDINAL
85,CARDINAL
507,CARDINAL
55,CARDINAL
478,CARDINAL
2,CARDINAL
514,CARDINAL
601,CARDINAL
181,CARDINAL
3,CARDINAL
2,CARDINAL
13,CARDINAL
19,CARDINAL
3,CARDINAL
98,CARDINAL
163,CARDINAL
595,CARDINAL
38,CARDINAL
893,CARDINAL
3,CARDINAL
678,CARDINAL
18,CARDINAL
765,CARDINAL
699,CARDINAL
21,CARDINAL
719,CARDINAL
"8 
25",CARDINAL
20,CARDINAL
3,CARDINAL
31.12.2022,CARDINAL
293,CARDINAL
735,CARDINAL
"1,928",CARDINAL
63,CARDINAL
"3,019",CARDINAL
2,CARDINAL
3,CARDINAL
4,CARDINAL
101,CARDINAL
183,CARDINAL
41,CARDINAL
35,CARDINAL
2,CARDINAL
27,CARDINAL
124,CARDINAL
203,CARDINAL
